Year,County Name,Age Group,Victims
2007,Van Buren,6 to 10 Years Old,7
2017,Marshall,6 to 10 Years Old,59
2013,Shelby,6 to 10 Years Old,9
2009,Mitchell,11 Years Old and Older,5
2008,Ida,5 Years Old and Younger,9
2013,Mahaska,11 Years Old and Older,20
2012,Woodbury,6 to 10 Years Old,109
2012,Mahaska,5 Years Old and Younger,64
2006,Des Moines,6 to 10 Years Old,49
2009,Bremer,5 Years Old and Younger,37
2005,Van Buren,6 to 10 Years Old,8
2011,Chickasaw,6 to 10 Years Old,6
2017,Kossuth,6 to 10 Years Old,10
2012,Ringgold,6 to 10 Years Old,3
2004,Washington,11 Years Old and Older,22
2015,Louisa,5 Years Old and Younger,16
2009,Keokuk,11 Years Old and Older,21
2010,Clay,11 Years Old and Older,19
2008,Palo Alto,11 Years Old and Older,6
2008,Poweshiek,5 Years Old and Younger,45
2010,Cass,5 Years Old and Younger,35
2006,Lee,6 to 10 Years Old,53
2013,Ida,11 Years Old and Older,10
2006,Emmet,5 Years Old and Younger,35
2004,Crawford,6 to 10 Years Old,30
2008,Scott,11 Years Old and Older,124
2008,Black Hawk,11 Years Old and Older,120
2007,Mahaska,11 Years Old and Older,32
2009,Monroe,5 Years Old and Younger,22
2015,Cerro Gordo,6 to 10 Years Old,37
2011,Dickinson,6 to 10 Years Old,15
2004,Franklin,11 Years Old and Older,5
2012,Cherokee,6 to 10 Years Old,12
2005,Carroll,6 to 10 Years Old,19
2009,Audubon,5 Years Old and Younger,12
2009,Monroe,11 Years Old and Older,7
2017,Monroe,6 to 10 Years Old,5
2017,Johnson,5 Years Old and Younger,96
2011,Warren,6 to 10 Years Old,42
2009,Taylor,6 to 10 Years Old,9
2004,Henry,5 Years Old and Younger,73
2017,Story,6 to 10 Years Old,68
2013,Fremont,11 Years Old and Older,8
2007,Jackson,6 to 10 Years Old,19
2011,Humboldt,5 Years Old and Younger,18
2006,Hamilton,11 Years Old and Older,13
2013,Greene,6 to 10 Years Old,14
2009,Mitchell,5 Years Old and Younger,11
2008,Benton,5 Years Old and Younger,52
2017,Adair,11 Years Old and Older,10
2014,Greene,11 Years Old and Older,4
2005,Appanoose,11 Years Old and Older,27
2004,Clarke,5 Years Old and Younger,17
2005,Plymouth,6 to 10 Years Old,18
2012,Wayne,11 Years Old and Older,4
2012,Butler,11 Years Old and Older,14
2014,Pottawattamie,5 Years Old and Younger,171
2014,Jones,6 to 10 Years Old,7
2009,Black Hawk,11 Years Old and Older,156
2011,Clinton,6 to 10 Years Old,66
2008,Lyon,5 Years Old and Younger,7
2012,Emmet,6 to 10 Years Old,18
2017,Kossuth,11 Years Old and Older,16
2005,Van Buren,11 Years Old and Older,12
2011,Union,6 to 10 Years Old,22
2017,Henry,11 Years Old and Older,29
2011,Adair,5 Years Old and Younger,9
2007,Jefferson,11 Years Old and Older,16
2007,Pottawattamie,11 Years Old and Older,116
2013,Fremont,6 to 10 Years Old,4
2017,Allamakee,5 Years Old and Younger,15
2005,Decatur,11 Years Old and Older,14
2009,Jones,6 to 10 Years Old,12
2012,Cerro Gordo,11 Years Old and Older,27
2008,Madison,5 Years Old and Younger,24
2014,Crawford,6 to 10 Years Old,11
2007,Jefferson,6 to 10 Years Old,18
2010,Marshall,11 Years Old and Older,55
2007,Monona,11 Years Old and Older,11
2009,Grundy,5 Years Old and Younger,10
2015,Boone,11 Years Old and Older,14
2008,Howard,6 to 10 Years Old,5
2006,Adams,6 to 10 Years Old,5
2004,Ida,11 Years Old and Older,5
2004,Buchanan,11 Years Old and Older,24
2011,Sac,5 Years Old and Younger,5
2010,Audubon,6 to 10 Years Old,3
2006,Lee,11 Years Old and Older,48
2008,Woodbury,11 Years Old and Older,115
2009,Lee,5 Years Old and Younger,114
2014,Monroe,6 to 10 Years Old,6
2017,Winneshiek,11 Years Old and Older,8
2017,Marshall,5 Years Old and Younger,88
2010,Crawford,5 Years Old and Younger,23
2014,Osceola,6 to 10 Years Old,5
2013,Lucas,5 Years Old and Younger,11
2007,Webster,5 Years Old and Younger,103
2009,Polk,11 Years Old and Older,330
2012,Monroe,11 Years Old and Older,8
2010,Worth,11 Years Old and Older,1
2011,Buena Vista,6 to 10 Years Old,31
2011,Jackson,6 to 10 Years Old,22
2006,Tama,11 Years Old and Older,15
2013,Webster,11 Years Old and Older,52
2004,Warren,11 Years Old and Older,40
2016,Emmet,11 Years Old and Older,7
2008,Page,5 Years Old and Younger,24
2017,Floyd,6 to 10 Years Old,16
2010,Scott,11 Years Old and Older,179
2010,Black Hawk,5 Years Old and Younger,399
2013,Calhoun,11 Years Old and Older,5
2004,Montgomery,6 to 10 Years Old,27
2011,Mahaska,6 to 10 Years Old,34
2013,Black Hawk,5 Years Old and Younger,282
2007,Boone,11 Years Old and Older,17
2012,Humboldt,5 Years Old and Younger,19
2013,Keokuk,11 Years Old and Older,16
2012,Washington,6 to 10 Years Old,12
2016,Winnebago,5 Years Old and Younger,7
2010,Polk,6 to 10 Years Old,383
2009,Wayne,6 to 10 Years Old,5
2017,Shelby,11 Years Old and Older,7
2014,Clay,6 to 10 Years Old,9
2013,Plymouth,11 Years Old and Older,11
2007,Scott,6 to 10 Years Old,192
2004,Kossuth,6 to 10 Years Old,17
2012,Butler,6 to 10 Years Old,14
2011,Carroll,6 to 10 Years Old,16
2017,Osceola,11 Years Old and Older,4
2012,Muscatine,5 Years Old and Younger,118
2007,Grundy,5 Years Old and Younger,15
2006,Davis,5 Years Old and Younger,19
2016,Marion,6 to 10 Years Old,30
2005,Mitchell,5 Years Old and Younger,7
2010,Wapello,6 to 10 Years Old,88
2009,Des Moines,11 Years Old and Older,47
2017,Hamilton,5 Years Old and Younger,17
2015,Dickinson,5 Years Old and Younger,25
2017,Franklin,6 to 10 Years Old,14
2010,Keokuk,11 Years Old and Older,9
2006,Clayton,11 Years Old and Older,19
2007,Muscatine,11 Years Old and Older,38
2010,Madison,6 to 10 Years Old,17
2017,Pocahontas,11 Years Old and Older,8
2010,Boone,6 to 10 Years Old,32
2013,Lyon,5 Years Old and Younger,10
2008,Sac,11 Years Old and Older,12
2011,Muscatine,5 Years Old and Younger,138
2011,Crawford,11 Years Old and Older,24
2017,Dickinson,11 Years Old and Older,13
2012,Mahaska,11 Years Old and Older,31
2012,Howard,6 to 10 Years Old,12
2010,Humboldt,6 to 10 Years Old,9
2007,Cass,5 Years Old and Younger,35
2008,Black Hawk,5 Years Old and Younger,386
2010,Osceola,5 Years Old and Younger,14
2014,Franklin,6 to 10 Years Old,7
2005,Chickasaw,5 Years Old and Younger,21
2006,Buchanan,5 Years Old and Younger,32
2008,Ringgold,6 to 10 Years Old,6
2007,Crawford,5 Years Old and Younger,29
2006,Fremont,11 Years Old and Older,4
2017,Clarke,5 Years Old and Younger,25
2005,Guthrie,6 to 10 Years Old,7
2012,Madison,11 Years Old and Older,18
2008,Montgomery,11 Years Old and Older,11
2008,Iowa,6 to 10 Years Old,11
2015,Grundy,5 Years Old and Younger,10
2006,Delaware,5 Years Old and Younger,18
2005,Keokuk,11 Years Old and Older,16
2009,Guthrie,11 Years Old and Older,14
2009,Benton,6 to 10 Years Old,27
2017,Worth,5 Years Old and Younger,12
2004,Benton,6 to 10 Years Old,31
2007,Marshall,11 Years Old and Older,30
2005,Union,11 Years Old and Older,15
2017,Page,11 Years Old and Older,17
2006,Cedar,6 to 10 Years Old,15
2012,Van Buren,5 Years Old and Younger,15
2009,Davis,6 to 10 Years Old,10
2017,Mitchell,6 to 10 Years Old,8
2006,Davis,11 Years Old and Older,12
2017,Monroe,5 Years Old and Younger,8
2005,Scott,6 to 10 Years Old,174
2004,Jefferson,11 Years Old and Older,25
2009,Worth,11 Years Old and Older,5
2014,Sac,6 to 10 Years Old,7
2017,Butler,6 to 10 Years Old,7
2004,Marshall,5 Years Old and Younger,101
2017,Plymouth,5 Years Old and Younger,26
2017,Wright,6 to 10 Years Old,10
2012,Bremer,6 to 10 Years Old,12
2016,Grundy,11 Years Old and Older,5
2016,Mitchell,11 Years Old and Older,7
2011,Hamilton,6 to 10 Years Old,3
2004,Lee,6 to 10 Years Old,95
2006,Butler,5 Years Old and Younger,15
2017,Pocahontas,5 Years Old and Younger,8
2004,Cherokee,6 to 10 Years Old,9
2013,Lee,6 to 10 Years Old,57
2004,Lucas,6 to 10 Years Old,19
2004,Ida,5 Years Old and Younger,2
2005,Henry,6 to 10 Years Old,35
2014,Tama,5 Years Old and Younger,29
2005,Fayette,11 Years Old and Older,32
2009,Black Hawk,6 to 10 Years Old,178
2010,Plymouth,11 Years Old and Older,14
2014,Page,6 to 10 Years Old,19
2014,Buchanan,5 Years Old and Younger,14
2006,Crawford,11 Years Old and Older,19
2010,Ida,11 Years Old and Older,2
2011,Floyd,11 Years Old and Older,23
2005,Worth,6 to 10 Years Old,11
2009,Howard,6 to 10 Years Old,3
2013,Mitchell,5 Years Old and Younger,12
2013,Madison,5 Years Old and Younger,18
2004,Kossuth,5 Years Old and Younger,23
2013,Dubuque,11 Years Old and Older,81
2017,Washington,6 to 10 Years Old,19
2010,Sac,11 Years Old and Older,8
2013,Decatur,11 Years Old and Older,13
2013,Shelby,5 Years Old and Younger,19
2004,Osceola,11 Years Old and Older,0
2015,Floyd,11 Years Old and Older,12
2008,Wayne,11 Years Old and Older,18
2004,Wapello,6 to 10 Years Old,56
2011,Calhoun,11 Years Old and Older,11
2008,Wright,11 Years Old and Older,22
2007,Sioux,5 Years Old and Younger,25
2012,Lee,6 to 10 Years Old,50
2010,Clarke,11 Years Old and Older,10
2010,Clay,5 Years Old and Younger,46
2013,Linn,11 Years Old and Older,132
2004,Chickasaw,11 Years Old and Older,15
2014,Cerro Gordo,6 to 10 Years Old,38
2007,Winnebago,5 Years Old and Younger,19
2011,Lee,5 Years Old and Younger,102
2014,Linn,5 Years Old and Younger,260
2004,Clayton,11 Years Old and Older,25
2004,Appanoose,5 Years Old and Younger,56
2007,Grundy,11 Years Old and Older,7
2009,Shelby,5 Years Old and Younger,22
2011,Montgomery,6 to 10 Years Old,27
2007,Taylor,5 Years Old and Younger,20
2012,Grundy,11 Years Old and Older,4
2017,Union,11 Years Old and Older,21
2007,Clarke,6 to 10 Years Old,8
2011,Winnebago,6 to 10 Years Old,11
2017,Des Moines,11 Years Old and Older,53
2013,Delaware,5 Years Old and Younger,25
2015,Franklin,5 Years Old and Younger,9
2005,Emmet,6 to 10 Years Old,22
2007,OBrien,6 to 10 Years Old,22
2013,Monona,11 Years Old and Older,9
2008,Polk,5 Years Old and Younger,682
2014,Plymouth,6 to 10 Years Old,10
2017,Jackson,6 to 10 Years Old,10
2010,Page,6 to 10 Years Old,14
2009,Jasper,11 Years Old and Older,50
2004,Sioux,11 Years Old and Older,14
2004,Ringgold,6 to 10 Years Old,4
2010,Ringgold,11 Years Old and Older,2
2005,Shelby,11 Years Old and Older,14
2014,Decatur,5 Years Old and Younger,8
2004,Greene,5 Years Old and Younger,11
2014,Ida,6 to 10 Years Old,9
2009,Emmet,11 Years Old and Older,8
2008,Johnson,5 Years Old and Younger,170
2007,Sioux,6 to 10 Years Old,10
2014,OBrien,6 to 10 Years Old,15
2009,Franklin,5 Years Old and Younger,27
2014,Hamilton,6 to 10 Years Old,14
2011,Howard,6 to 10 Years Old,6
2005,Benton,11 Years Old and Older,31
2007,Benton,5 Years Old and Younger,45
2009,Cedar,5 Years Old and Younger,23
2007,Worth,5 Years Old and Younger,24
2010,Benton,11 Years Old and Older,29
2004,Webster,11 Years Old and Older,37
2012,Lyon,11 Years Old and Older,11
2012,Washington,11 Years Old and Older,10
2007,Van Buren,11 Years Old and Older,6
2004,Plymouth,6 to 10 Years Old,16
2014,Emmet,6 to 10 Years Old,11
2017,Humboldt,6 to 10 Years Old,10
2010,Worth,6 to 10 Years Old,9
2014,Cedar,6 to 10 Years Old,10
2007,Cherokee,5 Years Old and Younger,23
2012,Boone,11 Years Old and Older,33
2004,Buena Vista,6 to 10 Years Old,15
2005,Clay,11 Years Old and Older,22
2009,Hardin,5 Years Old and Younger,49
2010,Henry,5 Years Old and Younger,51
2015,Delaware,6 to 10 Years Old,9
2012,Louisa,11 Years Old and Older,16
2007,Page,5 Years Old and Younger,29
2011,Clayton,11 Years Old and Older,5
2013,Bremer,6 to 10 Years Old,18
2009,Story,6 to 10 Years Old,58
2009,Clay,5 Years Old and Younger,38
2014,Buchanan,6 to 10 Years Old,14
2013,Grundy,11 Years Old and Older,7
2012,Webster,6 to 10 Years Old,87
2010,Linn,6 to 10 Years Old,270
2017,Grundy,5 Years Old and Younger,12
2011,Lyon,6 to 10 Years Old,9
2005,Black Hawk,5 Years Old and Younger,373
2009,Ringgold,5 Years Old and Younger,5
2013,Buchanan,6 to 10 Years Old,16
2006,Hamilton,5 Years Old and Younger,19
2009,Sac,5 Years Old and Younger,11
2011,Dickinson,5 Years Old and Younger,18
2015,Davis,11 Years Old and Older,2
2006,Harrison,6 to 10 Years Old,16
2005,Page,5 Years Old and Younger,30
2011,Johnson,11 Years Old and Older,74
2007,Harrison,5 Years Old and Younger,24
2012,Montgomery,6 to 10 Years Old,20
2008,Osceola,6 to 10 Years Old,7
2012,Dallas,5 Years Old and Younger,59
2009,Keokuk,5 Years Old and Younger,14
2005,Osceola,6 to 10 Years Old,7
2013,Keokuk,5 Years Old and Younger,13
2004,Emmet,5 Years Old and Younger,28
2004,Emmet,6 to 10 Years Old,24
2011,Emmet,6 to 10 Years Old,17
2009,Dubuque,6 to 10 Years Old,91
2005,Winneshiek,5 Years Old and Younger,14
2005,Fremont,11 Years Old and Older,6
2008,Marion,6 to 10 Years Old,25
2009,Fayette,6 to 10 Years Old,22
2005,Lyon,11 Years Old and Older,5
2008,Jefferson,5 Years Old and Younger,25
2011,Palo Alto,11 Years Old and Older,7
2006,Buchanan,11 Years Old and Older,27
2017,Johnson,11 Years Old and Older,51
2004,Palo Alto,5 Years Old and Younger,19
2005,Johnson,6 to 10 Years Old,80
2011,Hancock,6 to 10 Years Old,5
2004,Linn,6 to 10 Years Old,242
2004,Taylor,11 Years Old and Older,9
2009,Worth,6 to 10 Years Old,5
2008,Monona,11 Years Old and Older,7
2011,Delaware,11 Years Old and Older,7
2004,Osceola,6 to 10 Years Old,6
2005,Keokuk,6 to 10 Years Old,15
2006,Grundy,5 Years Old and Younger,11
2015,Shelby,11 Years Old and Older,5
2008,Pottawattamie,5 Years Old and Younger,179
2004,Scott,6 to 10 Years Old,237
2009,Appanoose,5 Years Old and Younger,70
2012,Audubon,5 Years Old and Younger,13
2009,Howard,11 Years Old and Older,2
2016,Lee,11 Years Old and Older,27
2011,Union,5 Years Old and Younger,58
2008,Humboldt,11 Years Old and Older,3
2005,Sioux,5 Years Old and Younger,34
2008,Davis,6 to 10 Years Old,7
2004,Dubuque,6 to 10 Years Old,112
2005,Linn,5 Years Old and Younger,450
2004,Buchanan,6 to 10 Years Old,26
2008,Hardin,5 Years Old and Younger,35
2010,Fayette,5 Years Old and Younger,48
2012,Buchanan,5 Years Old and Younger,22
2011,Butler,11 Years Old and Older,12
2009,Mills,11 Years Old and Older,5
2016,Hardin,6 to 10 Years Old,11
2014,Ida,11 Years Old and Older,6
2009,Louisa,5 Years Old and Younger,17
2017,Iowa,6 to 10 Years Old,12
2013,Osceola,11 Years Old and Older,5
2007,Guthrie,5 Years Old and Younger,14
2010,Clarke,5 Years Old and Younger,31
2006,Iowa,11 Years Old and Older,10
2010,Chickasaw,11 Years Old and Older,18
2017,Wapello,11 Years Old and Older,27
2005,Pocahontas,6 to 10 Years Old,7
2014,Hardin,6 to 10 Years Old,14
2014,Webster,11 Years Old and Older,23
2015,Monona,6 to 10 Years Old,3
2009,Hancock,6 to 10 Years Old,14
2014,Adams,11 Years Old and Older,1
2009,Franklin,6 to 10 Years Old,13
2010,Adams,6 to 10 Years Old,5
2009,Sioux,11 Years Old and Older,14
2014,Taylor,11 Years Old and Older,5
2012,Winnebago,11 Years Old and Older,7
2004,Shelby,6 to 10 Years Old,7
2014,Linn,11 Years Old and Older,103
2016,Mitchell,5 Years Old and Younger,11
2015,Pocahontas,11 Years Old and Older,13
2016,Dubuque,5 Years Old and Younger,169
2014,Worth,6 to 10 Years Old,3
2014,Davis,11 Years Old and Older,7
2016,Audubon,11 Years Old and Older,3
2016,Decatur,6 to 10 Years Old,18
2015,Jasper,5 Years Old and Younger,62
2010,Webster,5 Years Old and Younger,132
2016,Allamakee,11 Years Old and Older,2
2006,Fayette,11 Years Old and Older,27
2014,Webster,6 to 10 Years Old,22
2016,Adair,11 Years Old and Older,7
2007,Allamakee,5 Years Old and Younger,19
2006,Monona,5 Years Old and Younger,22
2006,Dubuque,11 Years Old and Older,84
2012,Louisa,5 Years Old and Younger,18
2007,Mahaska,5 Years Old and Younger,44
2016,Greene,11 Years Old and Older,8
2004,Black Hawk,11 Years Old and Older,186
2012,Montgomery,5 Years Old and Younger,37
2017,Carroll,6 to 10 Years Old,14
2016,Lucas,6 to 10 Years Old,3
2004,Buena Vista,11 Years Old and Older,17
2013,Winneshiek,5 Years Old and Younger,10
2005,Jefferson,6 to 10 Years Old,38
2008,Adams,6 to 10 Years Old,1
2015,Humboldt,5 Years Old and Younger,7
2016,Monona,5 Years Old and Younger,15
2010,Tama,5 Years Old and Younger,68
2004,Davis,11 Years Old and Older,11
2008,Emmet,11 Years Old and Older,12
2008,Hardin,6 to 10 Years Old,24
2015,Webster,5 Years Old and Younger,50
2015,Page,6 to 10 Years Old,13
2013,Pottawattamie,11 Years Old and Older,108
2004,Jones,11 Years Old and Older,21
2016,Ringgold,11 Years Old and Older,0
2015,Clayton,5 Years Old and Younger,16
2005,Black Hawk,11 Years Old and Older,161
2014,Keokuk,6 to 10 Years Old,12
2016,Buena Vista,11 Years Old and Older,14
2011,Greene,11 Years Old and Older,16
2014,Greene,6 to 10 Years Old,6
2016,Wayne,5 Years Old and Younger,2
2015,Osceola,11 Years Old and Older,1
2016,Bremer,5 Years Old and Younger,13
2015,Palo Alto,5 Years Old and Younger,11
2015,Fremont,11 Years Old and Older,9
2013,Buchanan,5 Years Old and Younger,24
2016,Henry,5 Years Old and Younger,32
2010,Audubon,5 Years Old and Younger,4
2012,Adair,6 to 10 Years Old,1
2013,Mills,6 to 10 Years Old,14
2015,Franklin,11 Years Old and Older,13
2005,Polk,11 Years Old and Older,429
2016,Tama,5 Years Old and Younger,34
2015,Jefferson,5 Years Old and Younger,14
2016,Cherokee,6 to 10 Years Old,10
2006,Story,11 Years Old and Older,45
2012,Shelby,11 Years Old and Older,7
2007,Hardin,5 Years Old and Younger,46
2014,Cass,11 Years Old and Older,7
2014,Poweshiek,11 Years Old and Older,9
2006,Sac,6 to 10 Years Old,10
2012,Allamakee,6 to 10 Years Old,12
2015,Carroll,11 Years Old and Older,10
2011,Wapello,6 to 10 Years Old,70
2011,Story,6 to 10 Years Old,54
2015,Fayette,11 Years Old and Older,21
2009,Mahaska,11 Years Old and Older,16
2006,Jackson,11 Years Old and Older,16
2010,Story,6 to 10 Years Old,70
2012,Bremer,5 Years Old and Younger,24
2015,Warren,5 Years Old and Younger,35
2010,Lee,5 Years Old and Younger,99
2014,Emmet,5 Years Old and Younger,16
2017,Clayton,6 to 10 Years Old,17
2015,Boone,6 to 10 Years Old,20
2006,Poweshiek,6 to 10 Years Old,19
2013,Clarke,11 Years Old and Older,10
2004,Franklin,6 to 10 Years Old,6
2015,Benton,5 Years Old and Younger,29
2015,Polk,11 Years Old and Older,333
2015,Wright,5 Years Old and Younger,18
2016,Wapello,11 Years Old and Older,32
2014,Shelby,11 Years Old and Older,4
2009,Davis,11 Years Old and Older,7
2014,Cedar,11 Years Old and Older,12
2013,Lyon,6 to 10 Years Old,2
2015,Linn,11 Years Old and Older,105
2006,Union,5 Years Old and Younger,36
2014,Fremont,6 to 10 Years Old,6
2016,Kossuth,6 to 10 Years Old,8
2014,Monona,11 Years Old and Older,3
2014,Story,6 to 10 Years Old,36
2010,Fremont,11 Years Old and Older,6
2015,Decatur,5 Years Old and Younger,7
2016,Hamilton,5 Years Old and Younger,13
2006,Poweshiek,5 Years Old and Younger,37
2016,Dubuque,11 Years Old and Older,47
2016,Clayton,5 Years Old and Younger,14
2009,Cerro Gordo,11 Years Old and Older,37
2008,Clarke,5 Years Old and Younger,14
2006,Wayne,11 Years Old and Older,10
2017,Wapello,6 to 10 Years Old,49
2004,Hamilton,6 to 10 Years Old,11
2013,Poweshiek,5 Years Old and Younger,42
2011,Audubon,11 Years Old and Older,2
2008,Clinton,11 Years Old and Older,54
2015,Ida,11 Years Old and Older,4
2016,Lee,5 Years Old and Younger,91
2012,OBrien,5 Years Old and Younger,22
2007,Osceola,11 Years Old and Older,9
2015,Floyd,6 to 10 Years Old,22
2015,Jackson,5 Years Old and Younger,23
2015,Humboldt,6 to 10 Years Old,7
2012,Fremont,5 Years Old and Younger,6
2008,Mills,5 Years Old and Younger,26
2017,Keokuk,11 Years Old and Older,11
2015,Winnebago,11 Years Old and Older,8
2016,Calhoun,6 to 10 Years Old,7
2012,Keokuk,11 Years Old and Older,18
2009,Clay,11 Years Old and Older,17
2013,Franklin,11 Years Old and Older,11
2010,Chickasaw,6 to 10 Years Old,12
2016,Lyon,6 to 10 Years Old,12
2006,Calhoun,6 to 10 Years Old,8
2016,Jackson,6 to 10 Years Old,12
2004,Pocahontas,6 to 10 Years Old,11
2014,Henry,11 Years Old and Older,10
2009,Dallas,6 to 10 Years Old,50
2015,Montgomery,11 Years Old and Older,9
2007,OBrien,5 Years Old and Younger,36
2007,Hancock,5 Years Old and Younger,31
2005,Shelby,5 Years Old and Younger,13
2015,Carroll,6 to 10 Years Old,13
2016,Monroe,11 Years Old and Older,1
2016,Chickasaw,6 to 10 Years Old,10
2015,Lee,5 Years Old and Younger,80
2015,Hamilton,11 Years Old and Older,13
2012,Black Hawk,6 to 10 Years Old,161
2015,Warren,11 Years Old and Older,27
2015,OBrien,6 to 10 Years Old,11
2009,Kossuth,11 Years Old and Older,7
2013,Polk,11 Years Old and Older,465
2015,Cass,6 to 10 Years Old,14
2015,Tama,6 to 10 Years Old,30
2015,Iowa,6 to 10 Years Old,2
2015,Palo Alto,6 to 10 Years Old,3
2013,Emmet,5 Years Old and Younger,30
2007,Cerro Gordo,6 to 10 Years Old,56
2014,Wapello,11 Years Old and Older,19
2007,Appanoose,5 Years Old and Younger,37
2011,Mills,11 Years Old and Older,12
2016,Harrison,5 Years Old and Younger,16
2016,Poweshiek,6 to 10 Years Old,16
2014,Madison,11 Years Old and Older,5
2009,Guthrie,5 Years Old and Younger,17
2010,Allamakee,6 to 10 Years Old,12
2016,Polk,6 to 10 Years Old,383
2005,Clarke,11 Years Old and Older,9
2013,Dallas,6 to 10 Years Old,38
2014,Louisa,11 Years Old and Older,5
2012,Crawford,11 Years Old and Older,15
2015,Warren,6 to 10 Years Old,17
2014,Allamakee,11 Years Old and Older,6
2014,Wapello,6 to 10 Years Old,27
2005,Lucas,6 to 10 Years Old,21
2017,Lyon,11 Years Old and Older,8
2014,Jasper,5 Years Old and Younger,43
2016,Warren,6 to 10 Years Old,33
2010,Floyd,6 to 10 Years Old,32
2007,Greene,6 to 10 Years Old,8
2014,Palo Alto,11 Years Old and Older,5
2014,Clay,11 Years Old and Older,7
2015,Greene,11 Years Old and Older,17
2014,Hamilton,11 Years Old and Older,11
2016,Winnebago,11 Years Old and Older,4
2015,Pottawattamie,5 Years Old and Younger,154
2007,Madison,11 Years Old and Older,22
2010,Page,5 Years Old and Younger,18
2006,Woodbury,5 Years Old and Younger,315
2010,Black Hawk,11 Years Old and Older,146
2016,Scott,5 Years Old and Younger,298
2014,Kossuth,6 to 10 Years Old,3
2016,Linn,6 to 10 Years Old,126
2015,Chickasaw,11 Years Old and Older,7
2014,Warren,11 Years Old and Older,37
2016,Black Hawk,6 to 10 Years Old,88
2014,Iowa,5 Years Old and Younger,11
2008,Plymouth,11 Years Old and Older,13
2015,Crawford,5 Years Old and Younger,13
2006,Story,5 Years Old and Younger,144
2015,Buchanan,6 to 10 Years Old,11
2011,Jones,5 Years Old and Younger,33
2004,Monroe,5 Years Old and Younger,18
2015,Crawford,6 to 10 Years Old,7
2010,Adair,11 Years Old and Older,13
2014,Osceola,11 Years Old and Older,5
2008,Story,5 Years Old and Younger,123
2005,Mahaska,11 Years Old and Older,32
2009,Cerro Gordo,5 Years Old and Younger,146
2006,Lyon,6 to 10 Years Old,8
2014,Muscatine,6 to 10 Years Old,40
2008,Greene,11 Years Old and Older,9
2017,Scott,5 Years Old and Younger,359
2016,Osceola,5 Years Old and Younger,6
2016,Howard,11 Years Old and Older,9
2007,Pottawattamie,5 Years Old and Younger,257
2016,Worth,11 Years Old and Older,2
2012,Jones,6 to 10 Years Old,10
2015,Adams,5 Years Old and Younger,8
2009,Hancock,11 Years Old and Older,6
2016,Sioux,5 Years Old and Younger,23
2015,Appanoose,11 Years Old and Older,8
2011,Emmet,5 Years Old and Younger,40
2006,Jackson,5 Years Old and Younger,39
2014,Jackson,11 Years Old and Older,9
2005,Buena Vista,6 to 10 Years Old,11
2007,Howard,6 to 10 Years Old,5
2014,Winneshiek,6 to 10 Years Old,4
2012,Bremer,11 Years Old and Older,9
2004,Fremont,6 to 10 Years Old,4
2008,Appanoose,6 to 10 Years Old,24
2010,Carroll,5 Years Old and Younger,50
2016,Marion,5 Years Old and Younger,51
2016,Sac,6 to 10 Years Old,10
2016,Woodbury,5 Years Old and Younger,253
2016,Jasper,5 Years Old and Younger,34
2016,Mahaska,6 to 10 Years Old,18
2015,Worth,11 Years Old and Older,2
2014,Jefferson,5 Years Old and Younger,26
2015,Clinton,11 Years Old and Older,58
2015,Mitchell,11 Years Old and Older,0
2016,Jasper,11 Years Old and Older,22
2005,Keokuk,5 Years Old and Younger,24
2006,Jasper,5 Years Old and Younger,71
2006,Appanoose,6 to 10 Years Old,27
2004,Fayette,5 Years Old and Younger,44
2017,Adams,6 to 10 Years Old,10
2017,Guthrie,5 Years Old and Younger,16
2007,Wapello,11 Years Old and Older,54
2012,Muscatine,11 Years Old and Older,43
2016,Ida,6 to 10 Years Old,6
2010,Wayne,11 Years Old and Older,5
2017,Chickasaw,5 Years Old and Younger,14
2011,Winneshiek,11 Years Old and Older,5
2016,Keokuk,5 Years Old and Younger,14
2015,Monroe,6 to 10 Years Old,2
2015,Guthrie,6 to 10 Years Old,8
2015,Marion,6 to 10 Years Old,28
2015,Hardin,11 Years Old and Older,21
2014,Wayne,11 Years Old and Older,2
2016,Scott,11 Years Old and Older,123
2005,Winnebago,5 Years Old and Younger,28
2016,Adams,5 Years Old and Younger,12
2015,Kossuth,6 to 10 Years Old,9
2015,Bremer,5 Years Old and Younger,24
2015,Lee,6 to 10 Years Old,59
2015,Marshall,6 to 10 Years Old,57
2008,Jasper,5 Years Old and Younger,77
2012,Clay,6 to 10 Years Old,19
2015,Fremont,5 Years Old and Younger,10
2016,Clinton,11 Years Old and Older,52
2011,Washington,11 Years Old and Older,24
2015,Marion,5 Years Old and Younger,33
2015,Pocahontas,5 Years Old and Younger,9
2016,Delaware,6 to 10 Years Old,5
2015,Jackson,6 to 10 Years Old,10
2016,Jones,5 Years Old and Younger,14
2011,Osceola,5 Years Old and Younger,11
2011,Ida,11 Years Old and Older,4
2013,Bremer,11 Years Old and Older,15
2015,Mills,6 to 10 Years Old,11
2014,Wayne,6 to 10 Years Old,0
2008,Pottawattamie,6 to 10 Years Old,84
2016,Crawford,5 Years Old and Younger,16
2010,Adams,5 Years Old and Younger,14
2013,Wright,6 to 10 Years Old,39
2007,Union,5 Years Old and Younger,22
2016,Howard,6 to 10 Years Old,13
2016,Wright,5 Years Old and Younger,18
2016,Iowa,11 Years Old and Older,11
2015,Allamakee,11 Years Old and Older,7
